question_id,question,predicted,actual,is_correct,response
34,벌금 미납자의 사회봉사 집행에 관한 특례법에 대한 설명으로 옳지 않은 것은?,C,B,False,C.
35,형의 집행 및 수용자의 처우에 관한 법령상 수형자 교육과 교화프로그램에 대한 설명으로 옳지 않은 것은?,C,D,False,C. 소장은 특별한 사유가 없으면 교육기간 동안에는 교육대상자를 다른 기관으로 이송할 수 없다.
36,회복적 사법(restorativejustice)에 대한 설명으로 옳지 않은 것은?,A,A,True,"A. 경쟁적, 개인주의적 가치를 권장한다."
37,죄형법정주의에 대한 설명으로 옳지 않은 것은?,D,B,False,D
38,몰수에 대한 설명으로 옳은 것은?,A,A,True,"문제의 핵심 형법 쟁점은 몰수에 대한 정의와 조건입니다. 이를 통해 각 선택지를 법조항과 판례에 비추어 분석해 보겠습니다.

1. **선택지 A**: ""상품을 절취하여 자신의 승용차에 싣고 간 경우, 그 승용차가 단순한 교통수단을 넘어 장물의 운반에 사용한 것이라고 인정된다면 이를 범죄행위에 제공한 물건으로 보아 몰수할 수 있다.""
   - 법조항에 따르면 범죄행위에 제공된 물건은 몰수될 수 있습니다. 따라서 승용차가 범죄행위에 사용되었다면 몰수의 대상이 됩니다. 이는 논리적으로 옳은 설명입니다.

2. **선택지 B**: ""몰수나 추징이 공소 사실과 관련이 있는 경우 그 공소사실에 관하여 이미 공소시효가 완성된 경우에도 몰수나 추징을 할 수 있다.""
   - 한국 형법 제74조에 따르면 몰수나 추징의 시효에 관한 규정을 적용하지 않는다고 명시하고 있으므로 맞는 설명입니다.

3. **선택지 C**: ""피고인의 소유물은 물론 공범자의 소유물도 몰수할 수 있으나, 공범자의 소유물은 공범자가 소추된"
39,종범에 대한 설명으로 옳지 않은 것은?,A,C,False,"문제의 핵심 쟁점은 종범(방조) 성립 요건에 대한 정확한 이해입니다. 각 선택지를 분석하여 옳지 않은 설명을 찾아보겠습니다.

A. 작위는 물론이고 부작위에 의한 종범도 성립할 수 있지만, 정범이 작위범인 경우에는 부작위에 의한 방조자에게 보증인적 지위가 인정되지 않으면 부작위에 의한 종범이 성립하지 않는다.  
→ 부작위에 의한 방조가 가능하지만, 정범의 행위가 작위범인 경우 방조자가 보증인적 지위를 갖고 있어야 부작위에 의한 종범이 성립하는 것은 맞습니다.

B. 종범이 성립하기 위해서는 방조자에게 자신이 피방조자의 범죄 실행을 방조한다는 점에 대한 고의와 피방조자의 행위가 구성 요건적 결과를 실현한다는 점에 대한 고의가 둘 다 있어야 한다.  
→ 이는 정확한 설명입니다. 종범이 성립하기 위해서는 두 가지 고의가 필요합니다.

C. 정범이 강도의 예비행위를 할 때 방조행위가 행해졌고 그 후에 정범이 강도의 실행에 착수하지 못했다면 방조자는 강도 예비죄의 종범으로 처벌"
40,공동정범에 대한 설명으로 옳지 않은 것은?,B,B,True,B. 3인 이상의 범인이 합동 절도의 범행을 공모하였지만 범행 현장에 있지 않은 자에 대해서는 합동범의 공동정범을 인정할 수 없다.
41,실행의 착수에 대한 설명으로 옳지 않은 것은?,B,C,False,"문제의 핵심 형법 쟁점은 '실행의 착수'에 대한 정의와 기준입니다. 각 선택지를 분석해보면:

A. 주거침입죄의 실행의 착수는 범죄 구성 요건의 실현에 이르는 현실적 위험성을 포함하는 행위를 개시하는 것으로 충분하다고 봅니다. 이는 주거침입죄의 성립 원리에 부합하므로 옳습니다.

B. 부동산이 중양도인 경우, 매도인이 제2차 매수인으로부터 계약금만을 지급받고 중도금을 수령하지 않았다면 배임죄의 실행의 착수가 없다고 설명하고 있습니다. 이는 배임죄의 실행의 착수 기준에 맞지 않으므로 맞지 않습니다.

C. 주간에 주거에 침입 후 야간에 절도를 범한 경우, 주거침입을 한 때에야주거침입 절도죄의 실행에 착수했다고 보는 것은 법리상 타당하므로 옳습니다.

D. 소매치기가 피해자의 상의 호주머니로부터 금품을 훔치려고 시도하는 것은 절도죄의 실행에 착수한 것으로 간주됩니다. 따라서 이는 맞는 설명입니다.

결론적으로, B 선택지가 실행의 착수에 대한 설명으로 옳지 않습니다. 따라서 정답은 B입니다."
42,범죄 유형에 대한 설명으로 옳지 않은 것은?,C,D,False,"문제를 분석해보면 각 선택지는 특정 범죄 유형에 대한 설명입니다. 각각의 설명이 한국 형법의 규정 및 원칙에 맞는지 살펴보겠습니다.

A. 내란죄의 경우, 폭동이 다수인의 지방 평온을 해치는 경우 구성요건이 충족되어 상태범으로 본다. 이는 내란죄의 법적 성격에 맞습니다.

B. 폭력행위 등 처벌에 관한 법률 제4조의 ‘단체 등의 조직’죄는 범죄의 목적을 가진 단체를 구성할 시 즉시 성립하는 즉시범이라고 설명하고 있습니다. 이는 법의 취지에 부합합니다.

C. 직무유기죄는 직무를 수행하지 않는 행위가 지속됨에 따라 벌적 위법 상태가 계속 존재하므로 즉시범이라고 볼 수 없습니다. 이는 계속 범으로 해석하는 것이 정확합니다.

D. 군 형법 제79조의 무단이탈죄는 허가 없이 근무장소를 이탈하는 행위가 지속되는 경우에 해당하며, 따라서 계속 범으로 적절합니다.

이 가운데 C가 잘못된 설명으로 보입니다. 직무유기죄는 그 성격상 즉시범으로 판단하기 어렵습니다. 추가로, 구체적인 법적 규정에 따라 직무유기죄는 위법 상태가 지속되므로 계속 범으로"
43,미수범의 성립에 대한 설명으로 옳은 것은?,A,C,False,"각 선택지를 법적 분석을 통해 검토한 결과는 다음과 같습니다.

A. **협박죄의 미수범**에 해당하는 상황은 상대방이 공포심을 느낄 수 있는 해악을 고지했으나 실제로 공포심이 일어나지 않은 경우로, 협박죄의 성립 요건을 충족하지 못하기 때문에 미수범이 아닌 단순한 협박의 미성립이 됩니다. → **틀림.**

B. **주거침입죄의 미수범**의 경우, 신체의 일부가 주거에 들어갔더라도 주거의 평온을 해할 수 있는 정도에 이르지 않았다면 미수범이 성립할 여지가 있으나, 그 정도에 대한 명확한 해석이 필요합니다. 그러나 주거침입죄가 성립하려면 보다 적극적인 행동이 있어야 합니다. → **틀림.**

C. **사기죄의 미수범**에서는 소송을 제기한 경우에 유리한 판결을 받지 못하고 소송이 종료되면 사기죄가 성립하지 않기 때문에 미수범으로 보기는 어려울 것입니다. 실제로 판결이 나지 않았기 때문에 사기 결과가 발생하지 않았습니다. → **틀림.**

D. **절도죄의 미수범**으로서, 자동차의 유리"
44,위법성 조각 사유에 대한 설명으로 옳지 않은 것은?,A,B,False,"문제의 핵심 형법 쟁점은 위법성 조각 사유에 대한 정확한 이해와 해석입니다. 각 선택지를 분석해 보겠습니다.

A. 위법성 조각 사유로서 피해자의 승낙은 언제든지 자유롭게 철회할 수 있고, 그 철회의 방법에는 아무런 제한이 없다. 
- 이 선택지는 일반적인 법리에 반합니다. 피해자의 승낙은 철회할 수 있지만, 그 철회의 방법이나 시점에는 제한이 있을 수 있습니다. 따라서 이 선택지는 옳지 않습니다.

B. 피고인들이 태풍에 대비하여 미리 선박을 이동하여 놓아야 할 책임을 다하지 아니한 상태에서 태풍을 만나게 되자 선원의 안전을 위하여 부득이 닻줄을 풀어 인근 피조개 양식장에 피해를 야기하였다면, 긴급 피난을 인정할 수 없다.
- 이 경우에는 피고인들이 사전에 책임을 다하지 않은 상황에서 긴급 피난을 주장하는 것은 위법성을 조각하기 어렵다는 분석이 가능합니다. 따라서 이 선택지는 옳습니다.

C. 행위 당시 승낙을 얻을 수 없었던 상황에서, 모든 객관적 사정을 종합하여 볼 때 명의자가 당연히 그 작성을 승낙했을 것으로 추정되는 경우 사문서의 위․변조"
45,법률의 착오에 대한 설명으로 옳지 않은 것은?,A,D,False,"문제의 핵심 형법 쟁점은 '법률의 착오' 관련하여 어느 설명이 옳지 않은지를 판단하는 것입니다. 

1. **법률 착오 관련 정의**: 형법 제16조에 따르면, 자신의 행위가 법령에 의해 죄가 되지 않는 것으로 오인한 경우, 그 오인에 정당한 사유가 있을 때에 한하여 처벌되지 않습니다. 이는 법률에 대한 착오가 형법상 면책 사유가 될 수 있는 조건을 설명합니다.

2. **각 선택지 분석**:
   - **A**: 법률의 착오에 정당한 이유가 있는지 판단할 때 구체적 행위 정황과 개인의 인식 능력을 고려해야 하므로, 이 설명은 옳습니다.
   - **B**: 형법 제16조의 설명이 단순 법률의 부지 경우만을 의미하지 않기 때문에, 이 설명은 올바른 해석입니다.
   - **C**: 대법원 판례에 따르면, 오해한 경우에 단순히 판례를 잘못 해석한 것만으로는 정당한 사유가 성립되지 않으므로, 이 설명은 옳습니다.
   - **D**: 부동산 중개업자가 조례를 잘못 해석하여 법정 수수료를 초과 수수한 경우"
46,형벌규정의 적용에 대한 설명으로 옳지 않은 것은?,A,D,False,A
47,친고죄에 대한 설명으로 옳지 않은 것은?,A,C,False,"문제의 핵심 쟁점은 친고죄에 대한 정확한 이해와 관련 법적 조건들입니다. 각 선택지를 분석해보겠습니다.

A. 형법 제317조의 업무상 비밀누설죄는 친고죄이다.
- 업무상 비밀누설죄는 피해자가 고소해야 공소를 제기할 수 있는 성격이므로 친고죄입니다. 이 선택지는 올바릅니다.

B. 친고죄의 고소는 절차법적 개념인 소추조건에 해당한다.
- 친고죄의 고소는 소추 조건 중 하나로, 피해자가 고소를 하지 않으면 공소를 제기할 수 없습니다. 이 선택지도 올바릅니다.

C. 양벌규정이 적용되는 친고죄의 공소제기에는 직접 행위자 외에 양벌 규정으로 처벌받는 자에 대한 별도의 고소를 요한다.
- 양벌규정이 적용되는 경우, 직접 행위자에 대한 고소 만으로 공소가 제기될 수 있으며, 별도의 고소는 필요하지 않습니다. 따라서 이 선택지는 틀립니다.

D. 사기죄의 행위자와 피해자가 사돈 지간인 경우, 공소제기에 피해자의 고소를 요하지 않는다.
- 사기죄는 일반적으로 친고죄가 아니므로 피해자의 고소가 필요하지 않습니다."
48,방화죄에 대한 설명으로 옳은 것은?,A,A,True,"A. 방화의 의사로 뿌린 휘발유가 사람이 현존하는 주택 주변과 피해자의 몸에 적지 않게 살포되어 있는 사정을 알면서도 라이터를 켜 불꽃을 일으킴으로써 피해자의 몸에 불이 붙은 경우, 비록 불이 방화목적물인 주택 자체에 옮겨 붙지는 아니하였다 하더라도 현존 건조물 방화죄의 실행의 착수가 인정된다."
49,협박죄 및 강요죄에 대한 설명으로 옳지 않은 것은?,B,A,False,"문제의 핵심 쟁점은 협박죄와 강요죄의 구성요건에 대한 해석입니다. 각 선택지를 차례로 분석해 보겠습니다.

A. 협박죄의 구성요건에 대한 설명입니다. ""객관적으로 상대방이 공포심을 일으키기에 충분한 정도의 해악의 고지""가 있었다면 협박죄의 성립 요건을 충족할 수 있으나, 피해자가 실제로 공포심을 느끼지 않았다고 하더라도 협박죄의 미수가 성립하는 것은 틀린 설명입니다.

B. 일반적으로 경찰관에 대한 협박죄 성립 여부에 대한 설명입니다. 위 사례에서는 피고인의 발언이 경찰관에게 정확히 협박으로 받아들여지지 않을 수 있다면 협박죄가 성립하지 않을 수 있습니다. 그러므로 특별한 사정이 없다면 B는 타당할 수 있습니다.

C. 공무원이 상대방에게 이익을 요구한 경우의 의사결정의 자유에 관한 설명입니다. 객관적으로 협박으로 보기 어려운 상황에서는 강요죄가 성립하기 어렵다는 점에서 합당한 설명입니다.

D. 피해자로부터 돈을 갈취한 행위가 공갈죄를 구성한다는 설명입니다. 공갈죄는 협박을 통해 재산상의 이익을 취하는 것이므로, 피해자에게 돈"
50,추정적 승낙에 대한 설명 중 옳은 것(○)과 옳지 않은 것(×)을 바르게 연결한 것은?,D,A,False,"주어진 정보에는 추정적 승낙에 대한 구체적인 설명이 없습니다. 그러나 한국 형법 체계에서 추정적 승낙은 피해자의 의사에 따라 범죄의 위법성이 인정되지 않을 수 있는 경우를 다룹니다. 이를 고려할 때, 여러 선택지에서 어떤 구성요소가 옳거나 그른지를 판단하는 것이 필요합니다.

A, B, C, D 선택지 각각의 설명이 무엇인지 직접 확인할 수는 없지만, 정리한 형법의 관점에서 각 선택지가 맞는 것과 틀린 것의 연결을 분석했습니다. 일반적으로 추정적 승낙이 적용되는 상황을 고려할 때, 일반적인 원칙에 대한 이해로 잘못된 연결의 가능성을 제거합니다.

그 결과적으로, 한국 형법에 대한 일반적인 이해를 바탕으로 답변을 선택할 때, 비록 정보가 부족하지만 추정적 승낙 관련 설명의 옳은 것과 옳지 않은 것의 연결을 간접적으로 추론하여 가장 적절한 선택지는 다음과 같다고 판단됩니다.

D."
51,의료행위에 있어서 과실 여부에 대한 설명으로 옳은 것은?,C,C,True,"C. 의료인의 과실 유무를 판단함에는 같은 업무와 직무에 종사하는 일반적 보통인의 주의 정도를 표준으로 하여야 하며, 사고 당시의 일반적 의학 수준과 의료환경 등이 고려되어야 한다."
52,형의 집행 및 수용자의 처우에 관한 법령상 미결 수용자의 처우에 대한 설명으로 옳지 않은 것은?,A,D,False,"A. 미결수용자는 무죄의 추정을 받으며, 미결수용자가 수용된 거실은 참관할 수 없다."
53,강제추행의 죄에 대한 설명으로 옳지 않은 것은?,C,C,True,C.
54,법원이 甲에 대하여 공소기각의 재판을 해야 하는 경우는?,A,D,False,A. 甲이 반의사불벌죄로 기소되어 제1심에서 유죄 판결을 받았으나 항소심에서 피해자가 처벌 희망의 의사표시를 철회한 경우
55,"청소년 범죄 관련 다이버전(diversion, 전환) 프로그램에 대한 설명으로 옳지 않은 것은?",D,D,True,D
56,형의 집행 및 수용자의 처우에 관한 법률상 수용자 권리구제에 대한 설명으로 옳지 않은 것은?,B,B,True,B
57,치료감호 등에 관한 법률 상옳은 것은?,C,D,False,"C. 치료감호와 형(刑)이 병과(倂科)된 경우에는 치료감호를 먼저 집행하며, 이 경우 치료감호의 집행기간은 형 집행 기간에 포함되지 않는다."
58,민영교도소 등의 설치 ․ 운영에 관한 법령상 옳지 않은 것은?,A,B,False,"문제의 핵심은 민영교도소 등의 설치 및 운영에 관한 법령의 옳지 않은 내용을 찾는 것입니다. 각 선택지에 대해 법령의 내용을 바탕으로 분석하겠습니다.

A. ""민영교도소 등의 설치 ․ 운영에 관한 회계는 교도작업 회계와 일반회계로 구분하며, 민영교도소에 수용된 수용자가 작업하여 발생한 수입은 국고수입으로 한다.""  
- 이는 민영교도소 운영에 관한 일반적인 규정으로 옳은 내용입니다.

B. ""교정법인은 기본재산에 대하여 용도변경 또는 담보 제공의 행위를 하려면 기획재정부 장관의 허가를 받아야 한다.""  
- 일반적으로 교정법인의 재산 처분에 관한 규정은 법령에서 요구하는 사항이므로, 옳은 내용입니다.

C. ""민영교도소 등의 직원은 근무 중 법무부 장관이 정하는 제복을 입어야 한다.""  
- 법무부 장관이 정하는 제복을 입는 것은 일반적인 규정으로 받아들여질 수 있는 내용입니다.

D. ""법무부 장관은 민영교도소 등의 직원이 위탁업무에 관하여 민영교도소 등의 설치 ․ 운영에 관한 법률에 따른 명"
59,형의 집행 및 수용자의 처우에 관한 법령상 특별한 보호가 필요한 수용자의 처우에 대한 설명으로 옳지 않은 것은?,C,A,False,C
60,형의 집행 및 수용자의 처우에 관한 법령상 소장이 교도관으로 하여 금 수용자의 접견 내용을 청취 ․ 기록 ․녹음 또는 녹화하게 할 수 있는 경우가 아닌 것은?,D,A,False,D. 수형자의 교화 또는 건전한 사회복귀를 위하여 필요한 때
61,유기의 죄에 대한 설명으로 옳지 않은 것은?,A,D,False,"유기는 타인에 대한 보호 의무를 위반하여 그를 방치하거나 돕지 않아 사망에 이르게 하는 범죄입니다. 각 선택지를 분석해보면:

A. 사실혼 관계에서 유기죄가 성립하기 위한 요건에 대한 설명으로, 혼인의사가 있고 사회관념상 혼인생활의 실체가 존재해야 한다는 것은 유기죄의 성립 요건으로 맞습니다.

B. 어머니가 딸의 수혈을 종교적 신념으로 거부하여 사망에 이르게 한 경우, 유기치사죄의 성립이 설명되어 있습니다. 이는 보호의무를 위반한 것으로 해석될 수 있으므로 맞습니다.

C. 유기죄의 성립 조건으로 행위자가 보호 책임의 발생 원인을 인식하고 의식적으로 부조의무를 해태해야 한다는 내용을 담고 있어 맞는 설명입니다.

D. 주점에서 만취한 피해자를 방치하여 사망에 이른 경우 유기치사죄가 성립하지 않는다는 설명은 잘못된 것입니다. 만취 상태에서의 방치는 보호의무를 위반한 것으로 해석될 수 있으며, 해당 상황에서 유기죄가 성립할 수 있습니다.

결론적으로, 옳지 않은 설명은 D입니다. 

따라서, 최종 답변은 D입니다."
62,형의 집행 및 수용자의 처우에 관한 법령상 교도작업에 대한 설명으로 옳은 것은?,D,A,False,"형의 집행 및 수용자의 처우에 관한 법령에서 교도작업에 대한 설명을 분석해 보면:

A. ""소장은 교도관에게 매일 수형자의 작업 실적을 확인하게 하여야 한다."" - 이는 수형자의 작업 실적 관리와 관련이 있으며 법령에서 요구되는 사항.
B. ""소장은 수형자에게 작업을 부과하는 경우 작업의 종류 및 작업 과정을 정하여 수형자에게 고지할 필요가 없다."" - 이는 수형자에게 작업 부과에 대한 고지 의무가 없다는 것으로, 법령의 취지와 상반됨.
C. ""소장은 공휴일 ․ 토요일과 그 밖의 휴일에는 예외 없이 일체의 작업을 부과할 수 없다."" - 일반적으로 이러한 규정은 있으나, '예외 없이'라는 표현이 과도한 일반화를 포함함.
D. ""작업 과정은 작업성적, 작업시간, 작업의 난이도 및 숙련도를 고려하여 정하며, 작업 과정을 정하기 어려운 경우에는 작업의 난이도를 작업과정으로 본다."" - 이는 작업의 성격을 구체적으로 다루며, 명확한 규정으로 보인다.

따라서, 가장 적절한 선택지는 D입니다."
63,형사소송법 제315조에 규정된 당연히 증거능력 있는 서류에 해당하는 것(○)과 해당하지 않는 것(×)을 바르게 연결한 것은?,C,D,False,"형사소송법 제315조에 의하면 당연히 증거능력이 있는 서류에는 공정증서원본, 면허증, 허가증, 등록증 등이 포함됩니다. 이 서류들은 일반적으로 공신력을 가지고 있어 법원에서 증거로 인정됩니다.

제시된 선택지를 분석해보면:
- A: ○×○× 
- B: ××○× 
- C: ○ ○×○ 
- D: ××○○ 

각 선택지에서 ○는 당연히 증거능력 있는 서류, ×는 해당하지 않는 서류를 표시합니다. 따라서, 해당 서류 목록을 정확히 반영한 선택지를 선택해야 합니다.

한국 형법 및 관련 법조항에 따라 증거능력이 있는 서류는 다음과 같습니다:
1. 공정증서원본 - ○
2. 면허증 - ○
3. 허가증 - ○
4. 등록증 - ○

이러한 서류들은 모두 당연히 증거능력이 있습니다. 따라서 올바른 연결은 모두 ○이어야 하며, 제공된 선택지 중에서 이를 충족하는 것은 C입니다.

최종 선택: C"
64,면소 판결을 할 수 있는 것은?,A,D,False,"이번 문제는 '면소 판결'에 관한 것입니다. 면소 판결이란, 피고인이 범죄행위에 대한 처벌을 받지 않는 것으로, 여러 사유로 인해 재판 과정에서 법원이 피고인에게 면죄를 선언하는 것입니다.

각 선택지를 분석해 보겠습니다.

A. 피고인이 유죄 판결에 대하여 상고하였는데, 그 후에 헌법재판소가 처벌의 근거가 된 법률 조항에 대해 헌법불합치 결정을 선고하면서 개정 시한을 정하여 입법 개선을 촉구하였는데도 위시한까지 법률 개정이 이루어지지 아니한 경우
- 이 경우에는 법률 조항의 위헌성이 문제되며, 헌법재판소의 결정에 따라 면소가 가능할 수 있습니다.

B. 유죄 판결 확정 후 피고인에 대하여 형선고의 효력을 상실케 하는 특별사면이 있었는데, 이후 재심 개시 결정이 확정되어 재심심판 절차를 진행하게 된 경우
- 특별사면이 이루어진 경우 재심을 통한 면소가 이루어질 수 없습니다.

C. 피고인 이 외국에서 유죄 판결을 받고 판결이 확정된 후 우리나라에서 같은 행위로 다시 기소된 경우
- 이"
65,증명의 기본 원칙에 대한 설명으로 옳지 않은 것은?,A,C,False,"정답은 A입니다. 

A 선택지는 ""공모 공동정범에 있어서 공모는 엄격한 증명을 요한다""고 하였는데, 이는 일반적으로 공모 공동정범의 경우, 그 사실의 증명이 다소 유연할 수 있다는 점을 고려할 때 옳지 않은 설명입니다.

B는 형법 제87조의 대상인 내란죄의 ""국헌문란의 목적""이 범죄 성립에 필요한 요소로서 고의 외에 요구되는 초과주관적 위법요소로 엄격한 증명을 필요로 한다는 점에서 올바릅니다.

C는 도로교통법 위반 시 혈중알코올 농도의 추정 방식으로 위드마크 공식을 사용하는 경우, 필요 자료가 자유로운 증명으로 인정되는 점에서 옳습니다.

D는 명예훼손죄에서 위법성 조각사유의 존재가 자유롭게 증명될 수 있다는 점에서도 올바릅니다.

따라서 정답은 A입니다."
66,형법 의 강도죄를 범한 자와 관련하여 형사소송법 의 기간의 적용에 대한 설명으로 옳지 않은 것은?,A,C,False,"문제의 핵심 형법 쟁점은 형사소송법의 구속기간, 공소제기 및 항소기간의 적용에 관한 것입니다.

1) **문제의 핵심 형법 쟁점 파악**: 이 문제는 형사소송법의 규정에 따라 구속, 공소제기, 항소기간을 살펴보고, 그 계산이 정확한지 여부를 판단해야 합니다.

2) **관련 법조항 적용**:
   - 피의자를 구속한 후 48시간 이내에 검찰에 인치해야 하는 규정이 있습니다.
   - 공소제기 시 피고인에 대한 구속기간은 적절하게 계산되어야 하며, 공판 전 제출 기간 및 항소기한도 고려해야 합니다.

3) **각 선택지 법적 분석**:
   - **A**: 2020년 6월 1일(월) 23시에 피의자를 구속한 경우, 2020년 6월 10일(수) 24시까지 인치해야 하므로 맞습니다.
   - **B**: 2020년 6월 2일(화) 17시에 공소가 제기된 경우, 구속기간은 보통 2개월로 계산하면 2020년 8월 1일(토) 24시는 맞습니다.
   - **"
67,상소에 대한 설명으로 옳은 것은?,A,C,False,"각 선택지에 대한 분석을 아래와 같이 진행하겠습니다.

A. 검사는 법령의 정당한 적용을 청구할 임무를 가지므로 재판의 이유만을 다투기 위하여 상소할 수 있다.
- 검사는 법령과 판결의 정당한 적용을 목표로 하는 반면, 상소는 재판의 결과에 대한 불복을 목적으로 하므로 '재판의 이유만을 다투기' 위한 상소는 적합하지 않습니다. 검사의 상소는 적법한 절차를 필요로 하며, 단순히 이유를 다투는 것이 아닙니다. 따라서 틀린 선택지입니다.

B. 소송비용 부담의 재판에 대하여는 본안의 재판에 관하여 상소하지 않는 경우에도 불복할 수 있다.
- 일반적으로 소송비용에 관한 결정은 별도의 상소가 가능하며, 본안의 상소와는 독립적으로 다루어질 수 있습니다. 이 선택지는 적절한 설명입니다.

C. 필요적 몰수를 요하는 범죄 사건에서 몰수 또는 추징에 관한 부분만을 불복 대상으로 삼아 상소가 제기되었더라도 상소심으로서는 이를 적법한 상소제기로 다루어야 하고, 그 부분에 대한 상소의 효력은 그 부분과 불가분의 관계에 있는 본안"
68,공소사실의 특정에 대한 설명으로 옳지 않은 것은?,C,A,False,"정답은 C입니다.

각 선택지를 분석해보면:

A. 약속어음 거래에서의 공소사실 특정에 관한 설명은 적절히 서술되어 있으며, 피해자가 성명불상자로만 표시되면 구체적인 공소사실의 특정이 인정되지 않습니다.

B. 사문서 변조의 공소사실에 변조 행위의 일시, 장소, 방법 및 실행행위자 등이 기재되지 않으면 공소사실의 특정이 인정되지 않는다는 설명도 맞습니다.

C. 저작재산권 침해에 대한 공소사실에서 침해 대상 저작물 및 형태가 명확하게 기재된 경우, 저작재산권자가 특정되지 않더라도 방어권 행사에 지장이 없다면 특정이 인정될 수 있다는 설명은 오류입니다. 저작재산권자가 누구인지가 특정되지 않는 것은 일반적으로 공소사실의 특정성을 결여하게 됩니다.

D. 교사범이나 방조범의 경우, 정범의 범죄 사실을 구체적으로 공소장에 기재해야 한다는 설명은 맞습니다.

따라서, 공소사실의 특정에 대한 설명 중에서 옳지 않은 것은 C이므로 최종 선택은 C입니다."
69,간이 공판 절차에 대한 설명으로 옳은 것은?,A,A,True,"간이 공판 절차에 대한 설명으로 옳은 것을 선택하는 문제입니다. 각 선택지를 분석해보겠습니다.

A. 간이 공판 절차에서의 증거조사에서 증거방법을 표시하고 증거 조사 내용을 “증거조사함”이라고 표시하는 방법으로 하였다면 법원이 인정 채택한 상당한 증거방법이라고 인정할 수 있다.  
- 이 선택지는 간이 공판 절차에서 적절한 증거조사 방법을 설명하고 있지만, 실제 법령이나 판례에 근거하여 이러한 표기가 '법원이 인정 채택한 상당한 증거방법'으로 인정된다는 명확한 기준이 없어 보입니다. 따라서 틀린 설명입니다.

B. 상습 폭행죄로 기소된 사건에서 피고인이 폭행 사실을 인정한 경우에는 상습성을 부인하더라도 간이 공판 절차에 의하여 심판할 수 있다.  
- 상습 범죄에서 피고인이 사실을 인정하더라도 상습성이 부인되는 경우 간이 공판으로 진행될 수 있는지가 명확하지 않습니다. 전통적으로 상습 범죄는 인정된 사실이 상습성을 결정하는 중요한 요소이므로 이 선택지는 틀린 설명으로 보입니다.

C. 피고인이 피의자 신분으로 수사기관에서 공소사실에 대하여 자백하였다면 법원"
70,형의 집행 및 수용자의 처우에 관한 법령상 여성 수용자의 처우에 대한 설명으로 옳지 않은 것은?,A,D,False,"A. 여성 수용자가 자신이 출산한 유아를 교정시설에서 양육할 것을 신청한 경우, 법에서 규정한 특별한 사유에 해당하지 않으면 생후 18개월에 이르기까지 이를 허가하여야 한다."
